transaction_id,transaction_amount,transaction_hour,distance_from_home_km,merchant_risk_score,transactions_last_24h,device_change_count,account_age_days,failed_attempts,international_transaction,actual_anomaly,transaction_datetime,amount_log,is_night,high_velocity,high_distance,model_prediction,predicted_anomaly,anomaly_score
TXN000322,48.7571603939516,16,7.438441791332453,0.1021954051304356,3,1,1352,0,0,0,2026-03-13 16:15:00,3.9071543807646454,0,0,0,1,0,-0.23596226313197516
TXN002679,35.23266832554949,9,3.5787254972164835,0.2959134000763839,1,0,959,0,0,0,2026-02-22 09:57:00,3.589961151809932,0,0,0,1,0,-0.22763103358743508
TXN004626,75.18768950380536,11,6.288904691481351,0.0507308479034902,5,0,1542,0,0,0,2026-03-01 11:38:00,4.333199894573004,0,0,0,1,0,-0.223084197386552
TXN004950,43.922500118690735,11,2.346988868697512,0.1317984292794058,2,0,1985,0,0,0,2026-02-27 11:24:00,3.804938785460594,0,0,0,1,0,-0.23167351860074775
TXN008329,34.35446245219292,11,2.352121179784743,0.5039598426489279,3,0,1013,1,0,0,2026-01-24 11:26:00,3.565424620646824,0,0,0,1,0,-0.22410142014501072
TXN003338,30.059235413376378,11,2.5805929864808608,0.3300081610423484,5,0,1851,0,0,0,2026-02-03 11:19:00,3.435896200977641,0,0,0,1,0,-0.2571887915749289
TXN005590,90.12617084651824,15,6.456061158665415,0.3179533211773675,5,1,782,0,0,0,2026-03-31 15:36:00,4.512245039042088,0,0,0,1,0,-0.23827516971687857
TXN000252,60.13609632053595,12,4.07191414869699,0.3541186001079991,5,0,1571,0,0,0,2026-03-26 12:08:00,4.113102466215865,0,0,0,1,0,-0.2602828507805128
TXN003974,35.03520820650668,12,13.271782083035191,0.3743830302233172,7,0,727,0,0,0,2026-02-01 12:12:00,3.5844964662563874,0,0,0,1,0,-0.2382232328629018
TXN006631,11.94970027265731,8,2.1020964155017183,0.460816160527559,6,1,2163,1,0,0,2026-01-21 08:12:00,2.56107264290915,0,0,0,1,0,-0.15400367372260293
TXN005548,44.91787178242455,7,10.376552148003434,0.2939630491884255,5,0,707,1,0,0,2026-02-05 07:44:00,3.8268544047357365,0,0,0,1,0,-0.2217538062801127
TXN000036,14.976040551822086,15,17.9419083434525,0.1229409346778271,6,2,1578,0,0,0,2026-02-08 15:39:00,2.7710901344066174,0,0,0,1,0,-0.155238245591659
TXN008363,14.007988569042878,16,0.9407358506548984,0.2297789165482641,2,1,1004,0,0,0,2026-03-13 16:10:00,2.708582630605988,0,0,0,1,0,-0.21606580987765445
TXN001514,9.842908029951936,10,2.7932610284271755,0.39053670212845,5,0,1284,2,0,0,2026-01-06 10:43:00,2.3835112284797053,0,0,0,1,0,-0.15816006150229467
TXN009318,17.318543002192115,15,13.725386129527347,0.2455144790874026,3,0,320,1,0,0,2026-02-14 15:00:00,2.9079138256352417,0,0,0,1,0,-0.2211489906549734
TXN000040,37.63595348834633,10,28.11844648781206,0.1635681202833664,6,0,1088,0,0,0,2026-01-06 10:16:00,3.6541832804739585,0,0,0,1,0,-0.18180450429439693
TXN004820,27.61392429254774,11,13.2508048572281,0.388253483251237,3,3,1351,1,0,0,2026-02-23 11:09:00,3.3538934627220827,0,0,0,1,0,-0.14400223650853555
TXN003466,13.88943479912508,11,11.58986542304969,0.4246501351249583,4,2,1631,0,0,0,2026-02-06 11:08:00,2.7006518875554035,0,0,0,1,0,-0.18592459477224416
TXN001761,96.15648765710898,17,10.44459390300081,0.2966184887612932,3,0,1155,1,0,0,2026-01-30 17:41:00,4.576322953389033,0,0,0,1,0,-0.22978578637726416
TXN002305,121.16870956044488,13,4.52006717848065,0.3392863428603641,5,0,2071,0,0,0,2026-02-08 13:45:00,4.805402954705234,0,0,0,1,0,-0.2327226145672588
TXN003724,10.369366674473332,11,21.776878600395047,0.5421651199966032,3,0,2179,0,0,0,2026-01-24 11:13:00,2.4309226047575283,0,0,0,1,0,-0.16184543441484184
TXN008285,17.24199949638703,7,3.446330083619503,0.3118558536394286,4,0,1857,0,0,0,2026-02-06 07:27:00,2.9037266001506334,0,0,0,1,0,-0.23113730681477668
TXN004994,47.86581723586488,15,6.981025999511229,0.3401367243099204,4,0,791,0,0,0,2026-01-24 15:37:00,3.8890781180112244,0,0,0,1,0,-0.26971939387298544
TXN008128,17.899646832202595,22,3.5204054794659,0.3450765678296842,5,2,42,0,0,0,2026-02-03 22:03:00,2.939143235764162,0,0,0,1,0,-0.16192891116603658
TXN003033,44.46848175954045,17,1.2537563236169569,0.3982941067298718,6,0,1112,0,0,0,2026-03-21 17:33:00,3.8170193773419316,0,0,0,1,0,-0.24375588918814106
TXN007939,87.5358006007868,8,4.346910138566176,0.1218535031409698,5,0,2067,0,0,0,2026-03-23 08:19:00,4.483406996777636,0,0,0,1,0,-0.21245154902170976
TXN003040,28.95383509197001,18,2.5818838513519,0.4503930804935794,2,0,1833,0,0,0,2026-02-25 18:16:00,3.39965736617914,0,0,0,1,0,-0.24126256779272315
TXN009656,846.7449329705879,5,74.42323921351,0.5668926766936848,16,5,142,5,1,1,2026-01-28 05:17:00,6.742579803955255,1,1,1,-1,1,0.03695756824697227
TXN002546,43.87847524376928,14,2.074257945234365,0.2475445731577197,6,2,2200,0,0,0,2026-01-24 14:10:00,3.803958286567997,0,0,0,1,0,-0.18551044378128345
TXN002593,32.2063874904842,17,8.24840273054309,0.2260940900074533,2,1,494,1,1,0,2026-03-02 17:23:00,3.502742251708727,0,0,0,1,0,-0.1298848076885485
TXN001189,47.34843959386076,22,2.2024980432359507,0.2710325547760019,4,0,926,1,0,0,2026-01-23 22:49:00,3.8784339482422325,0,0,0,1,0,-0.21914043417415613
TXN007967,64.69360145881106,18,9.179837664831384,0.1054618776439574,3,0,1134,0,0,0,2026-03-29 18:57:00,4.185001530470975,0,0,0,1,0,-0.237109960955443
TXN006078,18.5037206003986,14,12.88274031685823,0.3377762913445661,2,0,859,1,0,0,2026-03-07 14:20:00,2.970605247390133,0,0,0,1,0,-0.2296384232385622
TXN000108,37.09475475460776,22,11.87694597581972,0.3271444610394386,4,0,1018,0,0,0,2026-02-28 22:31:00,3.6400766021724684,0,0,0,1,0,-0.2422066372533085
TXN001316,14.11596531928031,19,3.0434139949314822,0.3042975195863019,5,1,1660,0,0,0,2026-01-27 19:08:00,2.7157514911792595,0,0,0,1,0,-0.22995454068816695
TXN008188,49.94590921387768,8,2.484822835419425,0.3793617568035305,6,0,2071,0,0,0,2026-02-20 08:45:00,3.930764466236817,0,0,0,1,0,-0.2309057132243788
TXN002754,30.022751797630203,14,3.536982244483424,0.3739356768709451,4,1,330,0,0,0,2026-02-09 14:47:00,3.434720864246808,0,0,0,1,0,-0.24468986294941691
TXN009754,1378.1334209805266,1,100.69648898707918,0.8381991926353479,19,4,228,2,1,1,2026-02-25 01:22:00,7.229210625093208,1,1,1,-1,1,0.027687919223976065
TXN006232,26.14550697385528,10,16.940250889985112,0.3980980174097164,4,0,1162,0,0,0,2026-01-18 10:02:00,3.301211543692691,0,0,0,1,0,-0.24211031737533134
TXN002877,18.016191050414555,15,5.113076931945497,0.0,7,2,2465,0,0,0,2026-03-24 15:56:00,2.9452907768319165,0,0,0,1,0,-0.12434554871377501
TXN005324,37.9662260417305,17,6.739639074564581,0.208384034281424,5,0,1443,0,0,0,2026-01-13 17:16:00,3.662695272005959,0,0,0,1,0,-0.2641561667525377
TXN000800,33.76218842601273,10,2.1505673289839806,0.5517170785488227,8,0,1414,1,0,0,2026-01-15 10:07:00,3.5485302565860857,0,1,0,1,0,-0.08826693884047665
TXN003571,27.293172229641687,9,12.3011994632178,0.3406075617940367,4,0,607,0,0,0,2026-01-10 09:27:00,3.3426205115700998,0,0,0,1,0,-0.2538012441480645
TXN002895,46.07979722083723,10,9.508513528946017,0.492318691970987,4,0,2005,0,0,0,2026-01-09 10:57:00,3.851843975263795,0,0,0,1,0,-0.24043625202927127
TXN002928,38.07521589650851,10,29.97940359094179,0.4292875033947073,5,0,832,0,0,0,2026-03-30 10:02:00,3.665488401474836,0,0,0,1,0,-0.1850721051053138
TXN008179,54.16694449814684,12,6.360415859592388,0.1446596999145133,7,0,277,0,0,0,2026-01-08 12:23:00,4.010363942356511,0,0,0,1,0,-0.21938009734556507
TXN000972,21.27039973999492,12,1.1871623029376348,0.2750315640761502,4,0,2346,1,0,0,2026-02-14 12:56:00,3.1032584308160818,0,0,0,1,0,-0.22146481512175115
TXN006688,18.146814443140794,17,12.114190587458276,0.1253626706964239,3,1,1402,0,0,0,2026-03-14 17:43:00,2.952136354172687,0,0,0,1,0,-0.22546047008576703
TXN008576,43.11132209960064,21,6.402969378318825,0.3674120035506941,5,0,1657,0,0,0,2026-01-20 21:45:00,3.786716486453904,0,0,0,1,0,-0.24665116179714625
TXN002021,34.43096172330142,21,4.695899528847617,0.2248237353536659,3,0,2246,0,0,0,2026-02-04 21:20:00,3.567586062830217,0,0,0,1,0,-0.23504193849412058
TXN009055,10.655259525455785,12,4.175531428335725,0.387984302971409,3,1,677,0,0,0,2026-03-13 12:45:00,2.4557575395461813,0,0,0,1,0,-0.21862089996770756
TXN000953,14.68019599530725,16,4.46216557594452,0.3353801162523235,6,0,1457,1,0,0,2026-02-24 16:16:00,2.7523985145448586,0,0,0,1,0,-0.2311879752713663
TXN005360,27.697732608790208,11,2.4272824012128846,0.2490854863823384,6,0,603,0,0,0,2026-01-21 11:56:00,3.3568181164666187,0,0,0,1,0,-0.24538225521299922
TXN003858,48.636632744312536,13,3.7655342757737817,0.2176391777175703,2,0,380,1,1,0,2026-01-10 13:04:00,3.9047291245205518,0,0,0,1,0,-0.13318475778543615
TXN005862,73.56869799181433,17,4.952098427535961,0.3996555633006274,5,0,2344,0,0,0,2026-01-06 17:29:00,4.311720821188901,0,0,0,1,0,-0.23081477994204136
TXN003146,44.94900935209955,18,8.109713263153951,0.0529268593575423,4,2,242,0,0,0,2026-02-04 18:06:00,3.827532289311393,0,0,0,1,0,-0.16694724875501404
TXN003306,66.01560326343052,21,6.084351773823318,0.3866516819650631,4,0,511,0,0,0,2026-02-04 21:08:00,4.2049254768063875,0,0,0,1,0,-0.2399810425932084
TXN003007,45.418685175620055,14,2.7214176731316635,0.4875952497532942,7,0,702,1,1,0,2026-01-26 14:25:00,3.8377020759216642,0,0,0,1,0,-0.11975637498095715
TXN009002,66.53434340732181,14,8.370225396863052,0.2510320563283432,8,1,1842,0,0,0,2026-02-27 14:46:00,4.2126362597077005,0,1,0,1,0,-0.11132636174207822
TXN007771,59.10842894843199,22,4.779170211633645,0.4458721619379632,2,0,174,0,0,0,2026-03-05 22:33:00,4.096150080433219,0,0,0,1,0,-0.20435675092556094
TXN007439,12.379107520019003,15,3.742128552537624,0.2289447905998841,5,0,1697,1,0,0,2026-02-11 15:46:00,2.5936943499356833,0,0,0,1,0,-0.22731334195421632
TXN007943,12.95456705616079,12,11.655631939433048,0.3830410215129814,4,1,49,0,1,0,2026-02-14 12:44:00,2.6358068422261764,0,0,0,1,0,-0.10688030824448469
TXN009239,19.20296660930532,22,13.55842314057046,0.346762581868144,3,1,751,1,0,0,2026-01-17 22:12:00,3.005829455470812,0,0,0,1,0,-0.1910016658735581
TXN001057,32.56994249991158,9,2.557420614891192,0.4779337302217703,5,0,543,1,0,0,2026-01-01 09:26:00,3.5136310981489984,0,0,0,1,0,-0.2138258952440198
TXN003155,16.86004322703358,22,4.342716115966353,0.2709607169450125,3,0,612,0,0,0,2026-03-20 22:15:00,2.882565995772052,0,0,0,1,0,-0.2272770134155762
TXN003788,18.626556924231945,22,2.293283841197852,0.4772679975191184,7,0,1317,1,0,0,2026-02-24 22:49:00,2.9768835942405443,0,0,0,1,0,-0.16673721354717902
TXN009190,94.3197341202884,19,4.39831351081093,0.3517529221784177,4,0,103,0,0,0,2026-02-23 19:43:00,4.5572368628885105,0,0,0,1,0,-0.22484225546567005
TXN007826,70.6428345255773,22,5.129129804077559,0.2975509713560192,3,0,2308,0,0,0,2026-03-19 22:24:00,4.2716931426517935,0,0,0,1,0,-0.2147213045170157
TXN007540,27.05550818633436,10,14.665345349363282,0.3183865336681933,5,0,1923,1,0,0,2026-02-06 10:53:00,3.3341849829698855,0,0,0,1,0,-0.22632031482337694
TXN007232,99.17701024838507,15,5.157101945099799,0.2755857501695194,5,1,253,0,0,0,2026-01-21 15:01:00,4.606938723686822,0,0,0,1,0,-0.22001079879628854
TXN000765,69.8973447483632,8,4.651716370207025,0.2559529706747943,6,0,2070,0,0,0,2026-03-17 08:45:00,4.261232982179005,0,0,0,1,0,-0.22527234442948152
TXN005020,42.89673527960465,8,0.9685126370701216,0.3588310183839915,2,0,1123,1,0,0,2026-02-17 08:42:00,3.7818399501085644,0,0,0,1,0,-0.2183636315066071
TXN004904,25.981263409428937,14,6.388703480389088,0.3743171897674126,5,1,2022,0,0,0,2026-02-11 14:09:00,3.2951426773121755,0,0,0,1,0,-0.2468365271108608
TXN008094,24.08957271472053,13,2.0363064333812875,0.3837480887491704,4,0,949,1,1,0,2026-02-26 13:32:00,3.2224523301305084,0,0,0,1,0,-0.14485031059040843
TXN006844,19.0472996739186,18,6.703044682761421,0.3778139521569597,5,0,582,0,0,0,2026-03-07 18:02:00,2.9980944650774086,0,0,0,1,0,-0.2535207287083607
TXN002166,17.118996876112224,17,6.910850392445136,0.1959427912984805,4,0,2007,0,0,0,2026-03-11 17:19:00,2.8969609390444533,0,0,0,1,0,-0.24981712718023202
TXN001863,55.465858447783766,15,4.29363223744922,0.2835425809970923,5,1,1226,0,0,0,2026-01-27 15:23:00,4.033636180244052,0,0,0,1,0,-0.25066975650952183
TXN007851,121.70229455046557,11,7.362777736013812,0.3114578765455421,5,0,496,0,0,0,2026-01-30 11:13:00,4.809761052034806,0,0,0,1,0,-0.2368447615778047
TXN009124,33.42053166286616,22,4.389976083533031,0.2588147809205505,4,1,2109,2,1,0,2026-02-09 22:21:00,3.538653236999549,0,0,0,1,0,-0.08154915064877866
TXN002341,52.15596065198577,10,15.34761923829007,0.2868137098322709,3,0,1220,0,0,0,2026-03-21 10:44:00,3.973230246232434,0,0,0,1,0,-0.2489758058684739
TXN005528,33.39740469914032,10,22.82112471938983,0.293095315766414,8,1,749,0,0,0,2026-01-05 10:38:00,3.5379811167408186,0,1,0,1,0,-0.09178551224387477
TXN006744,12.552244880177248,10,3.736146185091596,0.1982254293562757,4,1,1594,0,0,0,2026-01-08 10:46:00,2.6065522074171383,0,0,0,1,0,-0.22290399831599333
TXN004004,45.02463231547344,15,4.265258756971257,0.2952149628096173,2,0,2032,1,0,0,2026-02-12 15:43:00,3.8291767382870883,0,0,0,1,0,-0.23650166956773028
TXN001124,15.753251788533738,11,3.9459628267862334,0.2405608297295603,4,0,1368,0,0,0,2026-01-28 11:44:00,2.8185923760578784,0,0,0,1,0,-0.25596852158940675
TXN008710,18.760816657697497,21,7.035247480976445,0.4709744578861108,2,1,1769,2,0,0,2026-03-19 21:41:00,2.983701020296554,0,0,0,1,0,-0.13670839047386707
TXN004050,42.76198823000366,7,22.45902745781535,0.1780977903322478,5,1,1925,0,0,0,2026-01-09 07:24:00,3.778765591953706,0,0,0,1,0,-0.17945369629071029
TXN007641,8.632686763462875,22,16.860902260483705,0.3446356712050652,2,1,399,0,0,0,2026-03-06 22:21:00,2.265162186218132,0,0,0,1,0,-0.16140116597197435
TXN000766,20.96669703962865,20,3.015862400123751,0.4250695616519293,4,0,642,0,0,0,2026-02-22 20:07:00,3.089527535523553,0,0,0,1,0,-0.24276009697653095
TXN002345,8.168841520682294,18,4.312447534801632,0.2292877768973384,5,1,2479,0,0,0,2026-02-26 18:23:00,2.2158109446651766,0,0,0,1,0,-0.18483089449389717
TXN004072,20.94555635798659,7,2.963375556330585,0.0676744433261702,4,0,931,0,0,0,2026-01-31 07:08:00,3.0885646751991724,0,0,0,1,0,-0.21026337128719752
TXN007217,22.546806236444144,22,3.490639136688233,0.353640992362938,3,0,1470,0,0,0,2026-03-22 22:31:00,3.1589901949788337,0,0,0,1,0,-0.2365779141258691
TXN004217,110.69966724191032,7,7.425925497571084,0.2688353392505942,2,0,2043,0,0,0,2026-03-17 07:03:00,4.715813727036791,0,0,0,1,0,-0.20700095468015872
TXN007953,27.77839584120119,13,6.089078005939709,0.4044532317008255,4,0,417,0,0,0,2026-02-10 13:52:00,3.359624961240066,0,0,0,1,0,-0.2610343366215384
TXN005971,62.440474535674255,17,6.493217610243119,0.3238669442870718,4,0,364,0,0,0,2026-02-16 17:34:00,4.1501020573691445,0,0,0,1,0,-0.256184480837032
TXN003351,23.62705274572216,19,4.489474681697745,0.2902358578839942,10,0,821,0,0,0,2026-03-16 19:16:00,3.2038455438162536,0,1,0,1,0,-0.09861323486846751
TXN004696,29.11265066173236,18,5.209582237220104,0.4409883751049842,4,0,1398,0,0,0,2026-03-25 18:03:00,3.404945371223861,0,0,0,1,0,-0.2553012672454611
TXN003400,25.460842276589588,8,8.505754447270089,0.2582069474708605,4,0,879,0,0,0,2026-01-06 08:41:00,3.2756659902508374,0,0,0,1,0,-0.25474140764008546
TXN004082,21.03463177419612,19,15.763716470234431,0.2111476119324711,8,0,1109,0,0,0,2026-01-30 19:37:00,3.092615387203385,0,1,0,1,0,-0.09509347755929909
TXN009150,43.42205495367961,8,6.126879425039086,0.115090675850868,4,1,1736,0,1,0,2026-02-22 08:33:00,3.79373607929807,0,0,0,1,0,-0.11852968486796078
TXN001225,29.35793952829088,16,5.89426238876705,0.2363736894397585,6,0,698,1,1,0,2026-03-11 16:10:00,3.413058082249685,0,0,0,1,0,-0.14497212235971924
TXN006293,45.99867559169656,13,14.156695396957682,0.3329104224854712,2,0,402,0,1,0,2026-03-22 13:48:00,3.850119422412953,0,0,0,1,0,-0.14574023629448257
TXN003123,45.57161216943511,7,2.441351778611482,0.2887009376496739,5,0,2154,1,0,0,2026-02-12 07:34:00,3.8409911745921077,0,0,0,1,0,-0.21015582985767184
TXN000511,39.480107472271214,16,5.1360137201727465,0.4520675949097469,4,1,543,0,0,0,2026-01-01 16:53:00,3.700810679923097,0,0,0,1,0,-0.24046105801904705
TXN005795,27.51843078285561,21,2.0141107180673115,0.4322583727526812,5,3,1960,1,0,0,2026-02-07 21:07:00,3.3505505723933453,0,0,0,1,0,-0.1289223609406417
TXN008182,40.17134841320487,20,6.988920740131688,0.2162763960177653,4,0,1763,0,0,0,2026-01-20 20:01:00,3.7177425875700942,0,0,0,1,0,-0.2526359480605665
TXN009418,42.50985766406701,15,5.423094696593293,0.2479029616418388,2,0,173,1,0,0,2026-01-31 15:14:00,3.772987525388856,0,0,0,1,0,-0.23055016604655298
TXN000097,40.14420836668447,9,2.561803108394439,0.1885315726304476,3,0,741,0,0,0,2026-02-05 09:09:00,3.7170831727871407,0,0,0,1,0,-0.25041385316433135
TXN006682,39.418402584516414,16,7.995801012983565,0.4691199128557021,7,0,436,0,1,0,2026-02-02 16:46:00,3.6992851907718705,0,0,0,1,0,-0.12814349172053652
TXN001513,20.78154829105057,21,3.279263738729174,0.1835483083731707,3,0,297,0,1,0,2026-01-13 21:32:00,3.081063202721569,0,0,0,1,0,-0.13276061006973694
TXN008792,25.1401030697291,13,13.405192691815294,0.0915360211413839,7,0,623,0,0,0,2026-02-03 13:22:00,3.263470651177174,0,0,0,1,0,-0.21408155875898022
TXN000120,53.98771233107307,16,1.4320898555731885,0.1983446597156452,5,0,1336,0,0,0,2026-03-15 16:29:00,4.007109748109948,0,0,0,1,0,-0.25419572458463563
TXN007792,19.77169116636272,18,7.586073937141347,0.3556757396451913,7,1,365,0,0,0,2026-03-29 18:44:00,3.0335910580861967,0,0,0,1,0,-0.20923269011679813
TXN006518,36.37247133900932,10,4.058900821246141,0.5082238953566175,4,1,1626,0,0,0,2026-03-03 10:20:00,3.6209343729406918,0,0,0,1,0,-0.22544150749352365
TXN000034,16.651293418109873,13,3.246989053168391,0.0,4,0,568,0,0,0,2026-02-15 13:05:00,2.870809062173662,0,0,0,1,0,-0.2094023945362818
TXN007888,11.2921064466358,10,13.019013423949469,0.1750212773502104,4,0,2337,0,0,0,2026-01-12 10:33:00,2.508957304061185,0,0,0,1,0,-0.20750245778847715
TXN006831,44.14616076183195,16,1.964692469232784,0.3413004809199501,6,0,696,0,0,0,2026-03-27 16:29:00,3.8099052432869547,0,0,0,1,0,-0.2538280600340105
TXN005422,15.275266806996282,20,1.300140634760531,0.5139221423710355,2,1,1773,0,0,0,2026-03-14 20:17:00,2.7896465816313047,0,0,0,1,0,-0.17879501668985603
TXN001069,24.43445482275051,14,11.63972441631861,0.330942218776301,6,0,1582,0,0,0,2026-01-03 14:49:00,3.236104743909001,0,0,0,1,0,-0.2524874960649017
TXN001348,60.78286613734561,14,16.548038069779746,0.3529421614169502,5,0,1416,0,0,0,2026-02-10 14:34:00,4.123626079055081,0,0,0,1,0,-0.24552937697522575
TXN004748,16.34656699435138,14,4.217707427335573,0.0902039178617898,6,1,2156,0,0,0,2026-03-31 14:39:00,2.853394619053733,0,0,0,1,0,-0.20569554120703293
TXN006006,57.06268589624494,8,3.8537601412888263,0.1518629474917854,3,1,1325,0,1,0,2026-01-22 08:29:00,4.061523218226541,0,0,0,1,0,-0.11968694052824502
TXN006040,56.33122685390699,13,4.767856536170805,0.1125409139668084,5,1,64,0,0,0,2026-02-15 13:18:00,4.048845446550152,0,0,0,1,0,-0.20411237035128443
TXN003818,30.556461987058427,22,17.27967949529086,0.2799568328872822,4,1,65,0,0,0,2026-03-18 22:51:00,3.4517783853544257,0,0,0,1,0,-0.19634376517724983
TXN008447,51.032743056392185,19,12.649867051851391,0.1365494712653064,5,0,277,0,0,0,2026-03-21 19:35:00,3.9518731945812213,0,0,0,1,0,-0.21979454336896065
TXN005270,53.02103722415711,20,7.475472696441194,0.5804591948917508,4,0,1442,0,0,0,2026-02-11 20:21:00,3.9893735489235125,0,0,0,1,0,-0.21834259585553528
TXN006898,15.931914056813865,7,4.509426276887534,0.5608456083678357,2,0,1597,0,0,0,2026-01-23 07:27:00,2.8292002468611193,0,0,0,1,0,-0.1928058105113194
TXN005310,17.52833047787639,17,5.319934466648829,0.3260328170315953,4,2,522,0,0,0,2026-03-25 17:55:00,2.919300937904462,0,0,0,1,0,-0.21257092821681667
